,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
2217,K,028,2007-08,5.0,4.0,3.0,4.0,4.0
2218,K,032,2007-08,5.0,5.0,5.0,5.0,4.0
2219,K,034,2007-08,5.0,5.0,5.0,5.0,5.0
2220,K,120,2007-08,4.0,4.0,4.0,3.0,4.0
2221,K,167,2007-08,3.0,3.0,3.0,3.0,3.0
2222,K,179,2007-08,4.0,3.0,3.0,1.5,3.0
2223,K,213,2007-08,4.0,4.0,3.0,3.0,4.0
2224,K,261,2007-08,3.0,3.0,3.0,4.0,3.0
2225,K,276,2007-08,4.0,4.0,3.0,4.0,3.0
2226,K,279,2007-08,4.0,4.0,4.0,3.0,4.0
2227,M,163,2007-08,4.0,4.0,4.0,4.0,4.0
2228,M,166,2007-08,3.0,3.0,4.0,4.0,4.0
2229,Q,011,2007-08,4.0,4.0,4.0,4.0,4.0
2230,Q,013,2007-08,5.0,5.0,4.0,3.0,4.0
2231,Q,089,2007-08,5.0,5.0,4.0,3.0,5.0
2232,Q,131,2007-08,4.0,3.0,5.0,3.0,3.0
2233,Q,143,2007-08,5.0,5.0,4.0,4.0,5.0
2234,Q,233,2007-08,4.0,4.0,4.0,4.0,4.0
2235,Q,239,2007-08,4.0,4.0,4.0,3.0,4.0
2236,R,018,2007-08,4.0,4.0,4.0,4.0,4.0
2237,R,037,2007-08,4.0,4.0,4.0,4.0,4.0
2238,X,024,2007-08,5.0,4.0,4.0,3.0,4.0
2239,X,035,2007-08,4.0,4.0,4.0,3.0,4.0
2240,X,059,2007-08,4.0,4.0,3.0,4.0,4.0
2241,X,088,2007-08,4.0,4.0,3.0,1.5,4.0
2242,X,114,2007-08,4.0,4.0,3.0,3.0,4.0
2243,X,405,2007-08,4.0,4.0,3.0,4.0,4.0
2244,Q,068,2007-08,3.0,4.0,4.0,4.0,4.0
2245,X,073,2007-08,3.0,4.0,3.0,3.0,4.0
2246,K,335,2007-08,4.0,4.0,4.0,4.0,4.0
2247,K,403,2007-08,3.0,3.0,3.0,1.5,3.0
2248,K,405,2007-08,3.0,3.0,3.0,3.0,4.0
2249,K,430,2007-08,4.0,4.0,4.0,3.0,4.0
2250,K,575,2007-08,4.0,4.0,3.0,3.0,4.0
2251,M,064,2007-08,4.0,5.0,4.0,4.0,4.0
2252,M,110,2007-08,4.0,4.0,4.0,4.0,4.0
2253,M,964,2007-08,4.0,4.0,4.0,3.0,4.0
2254,Q,104,2007-08,5.0,5.0,4.0,3.0,5.0
2255,Q,113,2007-08,4.0,4.0,4.0,4.0,4.0
2256,Q,128,2007-08,3.0,4.0,4.0,3.0,3.0
2257,Q,485,2007-08,4.0,4.0,4.0,3.0,4.0
2258,R,047,2007-08,4.0,4.0,4.0,3.0,5.0
2259,X,053,2007-08,4.0,3.0,4.0,3.0,4.0
2260,X,230,2007-08,4.0,4.0,4.0,3.0,4.0
2261,X,455,2007-08,4.0,4.0,4.0,3.0,4.0
2262,K,196,2007-08,4.0,4.0,4.0,4.0,4.0
2263,K,398,2007-08,4.0,4.0,3.0,3.0,4.0
2264,K,528,2007-08,3.0,4.0,3.0,1.5,4.0
2265,K,544,2007-08,3.0,3.0,3.0,3.0,4.0
2266,K,547,2007-08,4.0,4.0,4.0,1.5,3.0
2267,M,197,2007-08,4.0,4.0,4.0,3.0,4.0
2268,M,369,2007-08,4.0,3.0,3.0,1.5,3.0
2269,X,002,2007-08,4.0,4.0,4.0,3.0,4.0
2270,K,040,2007-08,4.0,4.0,4.0,3.0,4.0
2271,K,289,2007-08,3.0,4.0,3.0,1.5,3.0
2272,Q,058,2007-08,4.0,4.0,4.0,4.0,4.0
2273,X,063,2007-08,4.0,4.0,4.0,4.0,4.0
2274,X,340,2007-08,4.0,4.0,4.0,4.0,4.0
2275,X,360,2007-08,4.0,4.0,4.0,3.0,4.0
2276,K,051,2007-08,4.0,4.0,4.0,3.0,4.0
2277,K,071,2007-08,3.0,3.0,3.0,3.0,4.0
2278,K,086,2007-08,4.0,4.0,4.0,4.0,4.0
2279,K,135,2007-08,4.0,4.0,4.0,4.0,4.0
2280,K,396,2007-08,4.0,3.0,3.0,4.0,3.0
2281,M,256,2007-08,4.0,4.0,3.0,3.0,4.0
2282,M,497,2007-08,4.0,3.0,3.0,4.0,4.0
2283,Q,010,2007-08,4.0,4.0,4.0,3.0,4.0
2284,Q,071,2007-08,4.0,4.0,4.0,3.0,4.0
2285,Q,091,2007-08,3.0,3.0,4.0,4.0,4.0
2286,Q,122,2007-08,4.0,4.0,4.0,3.0,5.0
2287,Q,153,2007-08,4.0,4.0,4.0,4.0,4.0
2288,Q,226,2007-08,4.0,4.0,4.0,4.0,4.0
2289,Q,455,2007-08,4.0,4.0,4.0,3.0,4.0
2290,Q,610,2007-08,5.0,5.0,5.0,4.0,4.0
2291,X,033,2007-08,4.0,4.0,4.0,4.0,4.0
2292,X,070,2007-08,4.0,4.0,3.0,3.0,4.0
2293,X,241,2007-08,4.0,4.0,4.0,3.0,4.0
2294,X,343,2007-08,4.0,4.0,3.0,4.0,4.0
2295,K,088,2007-08,5.0,5.0,4.0,5.0,5.0
2296,K,139,2007-08,4.0,4.0,4.0,3.0,4.0
2297,K,202,2007-08,4.0,4.0,4.0,4.0,4.0
2298,M,104,2007-08,4.0,4.0,4.0,3.0,4.0
2299,Q,125,2007-08,5.0,5.0,5.0,5.0,4.0
2300,Q,177,2007-08,4.0,4.0,3.0,4.0,4.0
2301,Q,199,2007-08,4.0,4.0,4.0,3.0,3.0
2302,R,030,2007-08,3.0,3.0,4.0,3.0,4.0
2303,K,031,2007-08,5.0,5.0,5.0,5.0,5.0
2304,K,057,2007-08,4.0,4.0,4.0,3.0,4.0
2305,K,073,2007-08,4.0,3.0,3.0,3.0,4.0
2306,K,243,2007-08,4.0,4.0,4.0,3.0,4.0
2307,K,262,2007-08,4.0,4.0,4.0,4.0,4.0
2308,K,364,2007-08,5.0,5.0,4.0,3.0,4.0
2309,K,493,2007-08,4.0,4.0,4.0,3.0,4.0
2310,M,019,2007-08,4.0,4.0,4.0,4.0,4.0
2311,M,292,2007-08,3.0,3.0,3.0,1.5,4.0
2312,M,334,2007-08,4.0,0.0,4.0,4.0,4.0
2313,Q,111,2007-08,3.0,1.5,3.0,3.0,3.0
2314,Q,235,2007-08,4.0,0.0,4.0,4.0,4.0
2315,X,237,2007-08,4.0,4.0,4.0,3.0,4.0
2316,K,821,2007-08,4.0,4.0,4.0,4.0,3.0
2317,M,012,2007-08,5.0,0.0,3.0,4.0,4.0
2318,M,411,2007-08,5.0,4.0,5.0,4.0,5.0
2319,Q,077,2007-08,4.0,4.0,4.0,3.0,4.0
2320,Q,088,2007-08,4.0,4.0,4.0,4.0,4.0
2321,Q,227,2007-08,4.0,4.0,4.0,4.0,5.0
2322,Q,229,2007-08,4.0,4.0,4.0,3.0,4.0
2323,Q,230,2007-08,4.0,4.0,4.0,3.0,4.0
2324,Q,256,2007-08,4.0,4.0,4.0,4.0,4.0
2325,R,022,2007-08,4.0,4.0,4.0,4.0,4.0
2326,X,010,2007-08,4.0,4.0,4.0,4.0,4.0
2327,X,086,2007-08,4.0,4.0,4.0,4.0,4.0
2328,X,089,2007-08,4.0,4.0,4.0,4.0,4.0
2329,X,095,2007-08,4.0,4.0,4.0,3.0,4.0
2330,X,218,2007-08,4.0,4.0,4.0,3.0,4.0
2331,X,368,2007-08,4.0,4.0,4.0,3.0,4.0
2332,X,551,2007-08,4.0,4.0,4.0,3.0,4.0
2333,K,270,2007-08,4.0,4.0,4.0,1.5,4.0
2334,K,454,2007-08,3.0,3.0,3.0,1.5,4.0
2335,K,561,2007-08,5.0,4.0,4.0,3.0,4.0
2336,M,191,2007-08,4.0,4.0,4.0,4.0,4.0
2337,M,293,2007-08,4.0,4.0,4.0,3.0,4.0
2338,M,412,2007-08,3.0,4.0,3.0,3.0,4.0
2339,M,541,2007-08,4.0,4.0,4.0,3.0,4.0
2340,X,145,2007-08,4.0,4.0,4.0,3.0,4.0
2341,K,113,2007-08,4.0,3.0,3.0,3.0,3.0
2342,K,308,2007-08,4.0,4.0,3.0,3.0,4.0
2343,M,312,2007-08,3.0,4.0,3.0,3.0,4.0
2344,K,016,2007-08,4.0,5.0,4.0,3.0,4.0
2345,K,124,2007-08,3.0,3.0,3.0,1.5,3.0
2346,K,166,2007-08,4.0,4.0,4.0,3.0,4.0
2347,K,266,2007-08,3.0,0.0,3.0,1.5,3.0
2348,K,309,2007-08,4.0,4.0,4.0,3.0,3.0
2349,K,442,2007-08,4.0,4.0,4.0,3.0,4.0
2350,K,464,2007-08,4.0,4.0,4.0,3.0,4.0
2351,K,577,2007-08,4.0,4.0,4.0,3.0,3.0
2352,M,084,2007-08,4.0,3.0,3.0,4.0,4.0
2353,M,123,2007-08,4.0,4.0,4.0,3.0,4.0
2354,M,188,2007-08,4.0,4.0,4.0,3.0,4.0
2355,Q,078,2007-08,4.0,4.0,4.0,3.0,4.0
2356,Q,282,2007-08,4.0,4.0,4.0,3.0,4.0
2357,Q,811,2007-08,5.0,5.0,5.0,5.0,5.0
2358,X,003,2007-08,4.0,4.0,4.0,3.0,4.0
2359,X,326,2007-08,3.0,3.0,3.0,1.5,3.0
2360,X,331,2007-08,4.0,4.0,4.0,4.0,4.0
2361,X,505,2007-08,3.0,3.0,3.0,1.5,4.0
2362,K,041,2007-08,4.0,4.0,4.0,3.0,4.0
2363,K,066,2007-08,4.0,4.0,4.0,3.0,4.0
2364,K,067,2007-08,4.0,4.0,4.0,3.0,4.0
2365,K,110,2007-08,4.0,4.0,4.0,3.0,4.0
2366,K,171,2007-08,4.0,4.0,4.0,4.0,4.0
2367,K,234,2007-08,4.0,4.0,4.0,5.0,4.0
2368,K,318,2007-08,5.0,4.0,5.0,4.0,4.0
2369,K,463,2007-08,4.0,4.0,3.0,1.5,3.0
2370,K,478,2007-08,4.0,4.0,4.0,4.0,4.0
2371,K,497,2007-08,3.0,3.0,3.0,3.0,4.0
2372,K,505,2007-08,4.0,4.0,4.0,4.0,3.0
2373,K,543,2007-08,4.0,4.0,4.0,3.0,4.0
2374,K,554,2007-08,4.0,4.0,4.0,3.0,4.0
2375,M,258,2007-08,4.0,4.0,4.0,3.0,4.0
2376,M,332,2007-08,4.0,3.0,3.0,1.5,4.0
2377,Q,084,2007-08,4.0,4.0,3.0,4.0,4.0
2378,Q,445,2007-08,3.0,4.0,4.0,3.0,4.0
2379,Q,896,2007-08,4.0,4.0,4.0,4.0,3.0
2380,X,109,2007-08,4.0,4.0,4.0,4.0,4.0
2381,X,126,2007-08,4.0,4.0,4.0,3.0,3.0
2382,X,141,2007-08,4.0,3.0,3.0,3.0,4.0
2383,X,242,2007-08,4.0,4.0,4.0,4.0,4.0
2384,X,280,2007-08,4.0,4.0,3.0,3.0,4.0
2385,K,075,2007-08,4.0,4.0,4.0,3.0,4.0
2386,M,301,2007-08,1.5,4.0,3.0,1.5,3.0
2387,X,226,2007-08,4.0,4.0,3.0,3.0,4.0
2388,K,105,2007-08,5.0,4.0,4.0,4.0,4.0
2389,Q,012,2007-08,4.0,4.0,4.0,4.0,4.0
2390,Q,056,2007-08,4.0,4.0,4.0,4.0,5.0
2391,Q,286,2007-08,3.0,3.0,3.0,3.0,4.0
2392,X,325,2007-08,4.0,4.0,4.0,4.0,4.0
2393,K,009,2007-08,4.0,4.0,4.0,3.0,5.0
2394,K,035,2007-08,4.0,4.0,4.0,4.0,4.0
2395,K,130,2007-08,4.0,4.0,4.0,4.0,4.0
2396,K,192,2007-08,4.0,4.0,4.0,4.0,4.0
2397,K,215,2007-08,4.0,4.0,3.0,3.0,3.0
2398,K,267,2007-08,4.0,4.0,4.0,3.0,4.0
2399,K,301,2007-08,3.0,3.0,3.0,1.5,1.5
2400,K,353,2007-08,4.0,4.0,4.0,3.0,4.0
2401,K,385,2007-08,3.0,3.0,3.0,1.5,3.0
2402,M,217,2007-08,4.0,4.0,3.0,3.0,4.0
2403,M,243,2007-08,3.0,3.0,4.0,4.0,4.0
2404,M,344,2007-08,1.5,3.0,1.5,1.5,3.0
2405,M,896,2007-08,3.0,3.0,3.0,3.0,4.0
2406,Q,034,2007-08,4.0,4.0,4.0,4.0,4.0
2407,Q,215,2007-08,3.0,4.0,3.0,3.0,4.0
2408,X,007,2007-08,4.0,3.0,4.0,3.0,4.0
2409,X,081,2007-08,5.0,3.0,4.0,4.0,4.0
2410,X,229,2007-08,3.0,3.0,4.0,1.5,1.5
2411,X,316,2007-08,4.0,4.0,4.0,3.0,4.0
2412,X,517,2007-08,4.0,4.0,4.0,4.0,4.0
2413,K,007,2007-08,4.0,4.0,3.0,3.0,3.0
2414,K,078,2007-08,4.0,4.0,4.0,4.0,4.0
2415,K,211,2007-08,4.0,5.0,4.0,4.0,5.0
2416,K,273,2007-08,4.0,4.0,4.0,3.0,4.0
2417,K,380,2007-08,5.0,4.0,4.0,4.0,4.0
2418,K,551,2007-08,4.0,4.0,3.0,3.0,4.0
2419,M,045,2007-08,4.0,4.0,3.0,3.0,4.0
2420,M,161,2007-08,4.0,4.0,3.0,3.0,4.0
2421,M,180,2007-08,4.0,4.0,4.0,4.0,4.0
2422,M,182,2007-08,4.0,4.0,4.0,4.0,4.0
2423,M,313,2007-08,4.0,4.0,5.0,4.0,4.0
2424,M,449,2007-08,5.0,5.0,4.0,3.0,4.0
2425,M,550,2007-08,3.0,3.0,4.0,3.0,3.0
2426,M,560,2007-08,5.0,4.0,4.0,4.0,4.0
2427,Q,052,2007-08,3.0,3.0,3.0,3.0,4.0
2428,Q,065,2007-08,4.0,4.0,4.0,4.0,4.0
2429,Q,076,2007-08,4.0,4.0,3.0,4.0,3.0
2430,Q,097,2007-08,4.0,4.0,4.0,3.0,4.0
2431,Q,149,2007-08,4.0,4.0,3.0,4.0,4.0
2432,Q,238,2007-08,4.0,4.0,4.0,3.0,4.0
2433,Q,248,2007-08,4.0,4.0,4.0,4.0,4.0
2434,Q,475,2007-08,3.0,3.0,3.0,3.0,4.0
2435,X,004,2007-08,4.0,4.0,4.0,4.0,4.0
2436,X,090,2007-08,3.0,3.0,3.0,1.5,3.0
2437,X,321,2007-08,4.0,4.0,4.0,3.0,4.0
2438,K,116,2007-08,4.0,4.0,3.0,3.0,4.0
2439,K,321,2007-08,4.0,4.0,4.0,4.0,4.0
2440,Q,028,2007-08,5.0,5.0,4.0,4.0,5.0
2441,X,480,2007-08,4.0,3.0,3.0,3.0,3.0
2442,K,158,2007-08,4.0,4.0,4.0,4.0,4.0
2443,K,323,2007-08,4.0,4.0,4.0,3.0,4.0
2444,K,332,2007-08,4.0,4.0,4.0,3.0,4.0
2445,K,429,2007-08,4.0,4.0,4.0,4.0,4.0
2446,M,130,2007-08,5.0,5.0,5.0,5.0,5.0
2447,M,495,2007-08,4.0,4.0,3.0,3.0,4.0
2448,M,825,2007-08,4.0,1.5,3.0,4.0,4.0
2449,Q,085,2007-08,4.0,3.0,4.0,3.0,3.0
2450,Q,223,2007-08,3.0,4.0,4.0,3.0,4.0
2451,Q,234,2007-08,4.0,4.0,4.0,4.0,4.0
2452,Q,540,2007-08,3.0,3.0,3.0,1.5,3.0
2453,K,013,2007-08,4.0,4.0,4.0,4.0,4.0
2454,K,017,2007-08,4.0,4.0,4.0,3.0,4.0
2455,K,150,2007-08,3.0,3.0,3.0,3.0,3.0
2456,K,155,2007-08,4.0,4.0,4.0,3.0,4.0
2457,K,372,2007-08,4.0,4.0,4.0,4.0,4.0
2458,K,393,2007-08,4.0,4.0,3.0,3.0,4.0
2459,K,468,2007-08,3.0,4.0,4.0,3.0,4.0
2460,K,537,2007-08,4.0,4.0,4.0,3.0,4.0
2461,K,556,2007-08,4.0,4.0,4.0,4.0,4.0
2462,K,568,2007-08,4.0,4.0,4.0,4.0,4.0
2463,Q,053,2007-08,4.0,4.0,4.0,3.0,4.0
2464,Q,114,2007-08,4.0,4.0,4.0,3.0,4.0
2465,Q,096,2007-08,4.0,4.0,4.0,3.0,3.0
2466,K,015,2007-08,3.0,4.0,3.0,3.0,4.0
2467,K,108,2007-08,4.0,4.0,4.0,4.0,5.0
2468,K,152,2007-08,4.0,4.0,4.0,4.0,4.0
2469,K,282,2007-08,4.0,4.0,4.0,4.0,4.0
2470,K,492,2007-08,3.0,3.0,3.0,1.5,3.0
2471,M,114,2007-08,4.0,4.0,4.0,4.0,3.0
2472,M,171,2007-08,4.0,4.0,4.0,3.0,4.0
2473,M,187,2007-08,4.0,4.0,4.0,4.0,4.0
2474,M,419,2007-08,4.0,4.0,4.0,3.0,4.0
2475,M,552,2007-08,4.0,0.0,3.0,3.0,4.0
2476,Q,108,2007-08,5.0,5.0,5.0,4.0,5.0
2477,Q,119,2007-08,4.0,3.0,3.0,1.5,4.0
2478,Q,877,2007-08,4.0,4.0,4.0,4.0,4.0
2479,X,087,2007-08,3.0,3.0,3.0,3.0,3.0
2480,X,308,2007-08,3.0,3.0,3.0,4.0,4.0
2481,X,427,2007-08,4.0,4.0,3.0,3.0,3.0
2482,K,462,2007-08,4.0,4.0,3.0,3.0,4.0
2483,Q,492,2007-08,3.0,4.0,4.0,1.5,3.0
2484,K,006,2007-08,4.0,4.0,4.0,3.0,4.0
2485,K,021,2007-08,4.0,4.0,4.0,3.0,4.0
2486,K,225,2007-08,3.0,1.5,3.0,3.0,3.0
2487,Q,146,2007-08,4.0,4.0,4.0,3.0,4.0
2488,Q,151,2007-08,3.0,3.0,3.0,1.5,3.0
2489,R,470,2007-08,5.0,5.0,4.0,4.0,4.0
2490,X,091,2007-08,4.0,4.0,4.0,4.0,4.0
2491,X,319,2007-08,4.0,4.0,3.0,4.0,4.0
2492,K,178,2007-08,3.0,4.0,3.0,3.0,3.0
2493,K,245,2007-08,4.0,3.0,3.0,1.5,4.0
2494,K,399,2007-08,4.0,4.0,4.0,4.0,4.0
2495,M,149,2007-08,4.0,4.0,4.0,3.0,4.0
2496,M,165,2007-08,4.0,4.0,4.0,4.0,4.0
2497,M,260,2007-08,3.0,4.0,3.0,3.0,3.0
2498,M,544,2007-08,3.0,3.0,4.0,3.0,4.0
2499,M,605,2007-08,4.0,4.0,4.0,4.0,4.0
2500,Q,201,2007-08,4.0,4.0,3.0,4.0,4.0
2501,K,174,2007-08,4.0,4.0,4.0,4.0,4.0
2502,K,228,2007-08,3.0,4.0,3.0,3.0,3.0
2503,K,346,2007-08,4.0,4.0,4.0,3.0,4.0
2504,M,072,2007-08,4.0,4.0,4.0,4.0,4.0
2505,M,083,2007-08,4.0,4.0,4.0,3.0,3.0
2506,M,096,2007-08,4.0,4.0,4.0,4.0,4.0
2507,M,137,2007-08,3.0,3.0,3.0,1.5,3.0
2508,Q,124,2007-08,4.0,4.0,4.0,4.0,4.0
2509,Q,132,2007-08,4.0,4.0,4.0,4.0,4.0
2510,Q,225,2007-08,4.0,3.0,3.0,1.5,1.5
2511,X,227,2007-08,3.0,3.0,3.0,1.5,3.0
2512,X,263,2007-08,4.0,4.0,4.0,4.0,4.0
2513,K,172,2007-08,5.0,5.0,5.0,5.0,5.0
2514,K,504,2007-08,3.0,4.0,3.0,3.0,3.0
2515,Q,222,2007-08,1.5,3.0,3.0,1.5,3.0
2516,Q,265,2007-08,4.0,4.0,3.0,3.0,4.0
2517,X,299,2007-08,4.0,4.0,3.0,3.0,4.0
2518,X,434,2007-08,1.5,1.5,3.0,3.0,3.0
2519,K,081,2007-08,4.0,4.0,4.0,3.0,5.0
2520,K,156,2007-08,4.0,4.0,4.0,3.0,4.0
2521,K,224,2007-08,4.0,4.0,4.0,4.0,4.0
2522,K,272,2007-08,3.0,3.0,3.0,1.5,3.0
2523,K,345,2007-08,4.0,4.0,4.0,3.0,4.0
2524,M,570,2007-08,4.0,4.0,4.0,4.0,4.0
2525,M,635,2007-08,1.5,1.5,1.5,1.0,3.0
2526,Q,063,2007-08,4.0,4.0,4.0,4.0,4.0
2527,K,184,2007-08,4.0,4.0,4.0,3.0,4.0
2528,M,108,2007-08,4.0,4.0,4.0,3.0,4.0
2529,M,224,2007-08,4.0,4.0,4.0,3.0,3.0
2530,M,302,2007-08,1.5,1.5,3.0,1.5,3.0
2531,M,565,2007-08,5.0,5.0,5.0,4.0,5.0
2532,Q,566,2007-08,4.0,4.0,4.0,3.0,4.0
2533,Q,253,2007-08,4.0,4.0,4.0,4.0,4.0
2534,K,097,2007-08,4.0,4.0,3.0,3.0,4.0
2535,K,281,2007-08,4.0,4.0,4.0,3.0,4.0
2536,K,344,2007-08,3.0,3.0,4.0,3.0,3.0
2537,K,452,2007-08,4.0,4.0,4.0,3.0,4.0
2538,K,503,2007-08,4.0,4.0,4.0,4.0,5.0
2539,K,522,2007-08,4.0,4.0,3.0,1.5,1.5
2540,K,553,2007-08,4.0,4.0,4.0,3.0,4.0
2541,K,656,2007-08,3.0,3.0,3.0,1.5,1.5
2542,M,057,2007-08,5.0,4.0,4.0,4.0,5.0
2543,M,225,2007-08,4.0,4.0,4.0,4.0,4.0
2544,M,246,2007-08,1.5,1.5,1.0,1.0,1.0
2545,M,515,2007-08,4.0,4.0,4.0,3.0,4.0
2546,M,685,2007-08,4.0,4.0,4.0,3.0,4.0
2547,Q,284,2007-08,4.0,4.0,3.0,4.0,4.0
2548,X,332,2007-08,3.0,4.0,3.0,3.0,3.0
2549,K,340,2007-08,4.0,4.0,3.0,1.5,4.0
2550,K,376,2007-08,4.0,4.0,4.0,3.0,4.0
2551,K,659,2007-08,3.0,3.0,3.0,1.5,3.0
2552,M,346,2007-08,4.0,3.0,3.0,3.0,4.0
2553,Q,016,2007-08,4.0,3.0,4.0,4.0,5.0
2554,Q,106,2007-08,4.0,4.0,4.0,3.0,4.0
2555,Q,112,2007-08,4.0,4.0,3.0,3.0,4.0
2556,Q,165,2007-08,4.0,4.0,4.0,3.0,4.0
2557,X,287,2007-08,4.0,3.0,3.0,3.0,4.0
2558,K,092,2007-08,4.0,4.0,4.0,3.0,4.0
2559,K,240,2007-08,4.0,4.0,3.0,3.0,3.0
2560,K,328,2007-08,4.0,4.0,4.0,3.0,4.0
2561,K,721,2007-08,5.0,5.0,5.0,4.0,4.0
2562,M,364,2007-08,4.0,4.0,4.0,4.0,4.0
2563,M,435,2007-08,4.0,4.0,4.0,3.0,3.0
2564,M,505,2007-08,3.0,3.0,4.0,1.5,4.0
2565,Q,202,2007-08,4.0,4.0,4.0,3.0,4.0
2566,K,133,2007-08,4.0,4.0,4.0,4.0,4.0
2567,K,330,2007-08,3.0,4.0,3.0,1.5,1.5
2568,K,409,2007-08,4.0,4.0,4.0,3.0,4.0
2569,M,009,2007-08,5.0,5.0,5.0,5.0,5.0
2570,M,543,2007-08,4.0,4.0,4.0,3.0,4.0
2571,M,696,2007-08,3.0,0.0,3.0,1.5,3.0
2572,Q,038,2007-08,3.0,1.5,1.5,1.5,1.5
2573,X,305,2007-08,3.0,3.0,3.0,1.5,1.5
2574,X,324,2007-08,3.0,3.0,3.0,1.5,4.0
2575,X,328,2007-08,4.0,4.0,3.0,1.5,4.0
2576,X,811,2007-08,4.0,4.0,3.0,3.0,4.0
2577,K,348,2007-08,4.0,4.0,3.0,3.0,4.0
2578,K,014,2007-08,4.0,4.0,3.0,3.0,4.0
2579,K,019,2007-08,3.0,3.0,3.0,3.0,1.5
2580,K,050,2007-08,4.0,4.0,4.0,3.0,4.0
2581,K,199,2007-08,4.0,4.0,4.0,3.0,4.0
2582,K,208,2007-08,4.0,4.0,1.5,1.5,3.0
2583,K,219,2007-08,4.0,4.0,4.0,3.0,4.0
2584,K,227,2007-08,3.0,4.0,3.0,1.5,3.0
2585,K,383,2007-08,3.0,4.0,4.0,3.0,4.0
2586,K,530,2007-08,3.0,3.0,1.5,1.5,3.0
2587,K,811,2007-08,1.0,1.0,1.0,1.0,1.0
2588,M,013,2007-08,4.0,4.0,4.0,3.0,4.0
2589,M,075,2007-08,4.0,4.0,4.0,1.5,3.0
2590,M,175,2007-08,4.0,4.0,4.0,4.0,4.0
2591,M,308,2007-08,4.0,4.0,4.0,4.0,3.0
2592,M,413,2007-08,4.0,4.0,4.0,4.0,4.0
2593,M,450,2007-08,5.0,4.0,5.0,4.0,4.0
2594,M,650,2007-08,4.0,4.0,4.0,3.0,4.0
2595,M,680,2007-08,1.5,3.0,3.0,3.0,4.0
2596,Q,062,2007-08,4.0,5.0,4.0,4.0,4.0
2597,R,721,2007-08,4.0,4.0,4.0,3.0,4.0
2598,X,273,2007-08,1.5,3.0,3.0,3.0,3.0
2599,X,313,2007-08,4.0,4.0,3.0,3.0,3.0
2600,X,650,2007-08,4.0,3.0,4.0,4.0,4.0
2601,X,721,2007-08,4.0,4.0,4.0,4.0,4.0
2602,K,165,2007-08,4.0,4.0,4.0,3.0,4.0
2603,K,214,2007-08,4.0,4.0,4.0,4.0,4.0
2604,K,337,2007-08,4.0,0.0,4.0,4.0,3.0
2605,M,289,2007-08,4.0,4.0,4.0,3.0,4.0
2606,M,315,2007-08,3.0,3.0,3.0,3.0,3.0
2607,M,721,2007-08,4.0,4.0,4.0,3.0,3.0
2608,Q,100,2007-08,4.0,4.0,4.0,3.0,4.0
2609,R,050,2007-08,3.0,3.0,3.0,3.0,4.0
2610,X,092,2007-08,4.0,4.0,4.0,4.0,4.0
2611,K,449,2007-08,4.0,3.0,4.0,4.0,4.0
2612,K,685,2007-08,4.0,3.0,4.0,3.0,4.0
2613,M,183,2007-08,4.0,4.0,3.0,3.0,4.0
2614,M,460,2007-08,3.0,4.0,3.0,1.5,3.0
2615,M,540,2007-08,4.0,4.0,3.0,3.0,4.0
2616,Q,002,2007-08,4.0,4.0,4.0,3.0,4.0
2617,Q,019,2007-08,4.0,4.0,4.0,3.0,4.0
2618,Q,073,2007-08,3.0,3.0,3.0,1.5,4.0
2619,Q,109,2007-08,3.0,3.0,3.0,1.5,3.0
2620,Q,197,2007-08,4.0,4.0,4.0,3.0,3.0
2621,Q,470,2007-08,4.0,3.0,4.0,1.5,3.0
2622,Q,620,2007-08,4.0,4.0,4.0,4.0,3.0
2623,X,252,2007-08,4.0,4.0,4.0,3.0,3.0
2624,K,010,2007-08,4.0,3.0,4.0,4.0,4.0
2625,K,157,2007-08,5.0,4.0,3.0,3.0,4.0
2626,K,260,2007-08,3.0,3.0,3.0,1.5,1.5
2627,K,373,2007-08,3.0,3.0,3.0,3.0,4.0
2628,K,445,2007-08,4.0,4.0,4.0,4.0,4.0
2629,K,753,2007-08,5.0,5.0,4.0,4.0,4.0
2630,M,324,2007-08,4.0,4.0,4.0,3.0,4.0
2631,M,500,2007-08,1.5,1.5,1.5,1.5,3.0
2632,M,751,2007-08,4.0,4.0,5.0,5.0,4.0
2633,Q,093,2007-08,5.0,4.0,4.0,4.0,5.0
2634,Q,145,2007-08,4.0,4.0,4.0,3.0,4.0
2635,X,012,2007-08,4.0,4.0,3.0,3.0,3.0
2636,X,069,2007-08,4.0,4.0,4.0,4.0,4.0
2637,X,217,2007-08,1.5,3.0,3.0,1.5,1.5
2638,X,277,2007-08,1.5,3.0,3.0,3.0,4.0
2639,X,335,2007-08,4.0,4.0,4.0,3.0,4.0
2640,X,433,2007-08,3.0,1.5,3.0,1.5,1.5
2641,X,452,2007-08,3.0,3.0,3.0,3.0,3.0
2642,X,519,2007-08,4.0,4.0,4.0,4.0,3.0
2643,X,549,2007-08,4.0,4.0,3.0,3.0,3.0
2644,K,123,2007-08,4.0,3.0,4.0,1.5,4.0
2645,K,151,2007-08,3.0,1.5,3.0,3.0,3.0
2646,K,235,2007-08,3.0,3.0,3.0,1.5,4.0
2647,K,419,2007-08,1.5,1.5,1.5,1.5,1.5
2648,K,474,2007-08,4.0,4.0,3.0,3.0,4.0
