,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
4447,Q,181,2011-12,3.0,2.0,3.0,2.0,3.0
4448,Q,317,2011-12,3.0,3.0,3.0,4.0,3.0
4449,Q,650,2011-12,4.0,3.0,3.0,3.0,3.0
4450,X,007,2011-12,2.0,2.0,3.0,4.0,3.0
4451,X,025,2011-12,2.0,2.0,3.0,3.0,3.0
4452,X,447,2011-12,3.0,3.0,3.0,3.0,3.0
4453,K,149,2011-12,2.0,2.0,2.0,2.0,3.0
4454,K,299,2011-12,2.0,2.0,2.0,3.0,3.0
4455,K,366,2011-12,2.0,2.0,2.0,3.0,3.0
4456,M,137,2011-12,2.0,3.0,3.0,3.0,3.0
4457,M,185,2011-12,3.0,2.0,3.0,2.0,2.0
4458,M,347,2011-12,2.0,3.0,2.0,3.0,2.0
4459,M,393,2011-12,3.0,3.0,2.0,3.0,3.0
4460,Q,058,2011-12,3.0,3.0,4.0,3.0,4.0
4461,Q,062,2011-12,4.0,3.0,4.0,4.0,4.0
4462,Q,157,2011-12,4.0,4.0,4.0,4.0,4.0
4463,R,019,2011-12,4.0,3.0,4.0,4.0,3.0
4464,R,049,2011-12,2.0,2.0,2.0,2.0,2.0
4465,X,048,2011-12,4.0,3.0,4.0,3.0,4.0
4466,X,095,2011-12,4.0,3.0,3.0,3.0,3.0
4467,X,109,2011-12,2.0,3.0,4.0,4.0,4.0
4468,X,282,2011-12,2.0,2.0,2.0,3.0,2.0
4469,X,479,2011-12,2.0,2.0,2.0,2.0,2.0
4470,X,372,2011-12,2.0,2.0,2.0,2.0,2.0
4471,K,091,2011-12,2.0,2.0,2.0,2.0,2.0
4472,K,292,2011-12,3.0,3.0,3.0,3.0,3.0
4473,X,127,2011-12,3.0,2.0,2.0,4.0,2.0
4474,K,697,2011-12,3.0,2.0,3.0,3.0,3.0
4475,M,116,2011-12,4.0,4.0,4.0,4.0,4.0
4476,X,550,2011-12,2.0,2.0,2.0,3.0,2.0
4477,M,392,2011-12,4.0,3.0,3.0,4.0,4.0
4478,M,964,2011-12,4.0,4.0,4.0,4.0,4.0
4479,Q,028,2011-12,3.0,3.0,3.0,3.0,3.0
4480,Q,048,2011-12,2.0,2.0,3.0,3.0,3.0
4481,Q,056,2011-12,3.0,3.0,2.0,3.0,3.0
4482,X,046,2011-12,2.0,2.0,2.0,3.0,3.0
4483,X,332,2011-12,2.0,2.0,2.0,3.0,2.0
4484,X,547,2011-12,2.0,2.0,2.0,2.0,2.0
4485,K,003,2011-12,4.0,4.0,3.0,3.0,4.0
4486,K,203,2011-12,2.0,2.0,3.0,4.0,3.0
4487,M,018,2011-12,2.0,2.0,3.0,3.0,3.0
4488,M,158,2011-12,4.0,4.0,4.0,4.0,4.0
4489,Q,284,2011-12,4.0,3.0,3.0,3.0,3.0
4490,R,042,2011-12,2.0,2.0,2.0,3.0,3.0
4491,X,437,2011-12,2.0,2.0,2.0,2.0,2.0
4492,K,066,2011-12,3.0,3.0,3.0,3.0,3.0
4493,K,213,2011-12,2.0,2.0,2.0,2.0,2.0
4494,K,249,2011-12,3.0,3.0,3.0,4.0,3.0
4495,K,563,2011-12,3.0,4.0,4.0,4.0,4.0
4496,M,036,2011-12,2.0,2.0,3.0,3.0,2.0
4497,M,054,2011-12,3.0,3.0,3.0,3.0,3.0
4498,Q,148,2011-12,3.0,3.0,3.0,3.0,3.0
4499,X,010,2011-12,3.0,3.0,3.0,3.0,3.0
4500,X,057,2011-12,2.0,2.0,2.0,2.0,2.0
4501,X,071,2011-12,2.0,2.0,3.0,3.0,3.0
4502,X,083,2011-12,3.0,2.0,3.0,3.0,3.0
4503,K,284,2011-12,3.0,3.0,2.0,3.0,2.0
4504,K,676,2011-12,2.0,2.0,2.0,2.0,2.0
4505,X,145,2011-12,2.0,2.0,2.0,3.0,3.0
4506,X,721,2011-12,2.0,2.0,2.0,2.0,2.0
4507,M,409,2011-12,1.0,2.0,2.0,3.0,2.0
4508,Q,020,2011-12,3.0,2.0,3.0,3.0,3.0
4509,R,016,2011-12,2.0,2.0,2.0,3.0,3.0
4510,X,181,2011-12,3.0,3.0,3.0,4.0,4.0
4511,X,310,2011-12,3.0,3.0,3.0,3.0,3.0
4512,K,376,2011-12,3.0,3.0,3.0,3.0,3.0
4513,K,489,2011-12,2.0,2.0,2.0,3.0,3.0
4514,M,020,2011-12,2.0,3.0,3.0,3.0,3.0
4515,Q,319,2011-12,3.0,3.0,3.0,4.0,3.0
4516,X,328,2011-12,2.0,2.0,2.0,2.0,3.0
4517,X,017,2011-12,3.0,3.0,3.0,3.0,3.0
4518,R,006,2011-12,3.0,3.0,3.0,3.0,3.0
4519,Q,208,2011-12,4.0,3.0,3.0,3.0,3.0
4520,X,072,2011-12,1.0,1.0,3.0,3.0,4.0
4521,X,170,2011-12,3.0,3.0,3.0,4.0,4.0
4522,K,029,2011-12,4.0,4.0,4.0,4.0,4.0
4523,K,233,2011-12,3.0,3.0,3.0,3.0,3.0
4524,M,112,2011-12,4.0,4.0,4.0,4.0,4.0
4525,Q,035,2011-12,2.0,2.0,3.0,2.0,2.0
4526,Q,049,2011-12,4.0,4.0,4.0,4.0,4.0
4527,X,058,2011-12,1.0,1.0,3.0,3.0,2.0
4528,X,144,2011-12,2.0,2.0,3.0,4.0,3.0
4529,X,454,2011-12,3.0,2.0,3.0,3.0,3.0
4530,K,009,2011-12,3.0,3.0,3.0,4.0,3.0
4531,K,171,2011-12,2.0,2.0,2.0,3.0,2.0
4532,K,678,2011-12,2.0,2.0,2.0,2.0,2.0
4533,M,421,2011-12,4.0,3.0,4.0,4.0,4.0
4534,X,121,2011-12,3.0,2.0,4.0,3.0,3.0
4535,K,028,2011-12,2.0,2.0,2.0,2.0,2.0
4536,K,234,2011-12,3.0,3.0,3.0,4.0,3.0
4537,M,048,2011-12,2.0,2.0,3.0,3.0,3.0
4538,X,008,2011-12,3.0,3.0,3.0,3.0,4.0
4539,Q,150,2011-12,3.0,3.0,3.0,3.0,3.0
4540,Q,268,2011-12,2.0,3.0,2.0,3.0,2.0
4541,K,634,2011-12,2.0,2.0,3.0,4.0,3.0
4542,Q,068,2011-12,3.0,3.0,2.0,3.0,3.0
4543,X,190,2011-12,2.0,2.0,2.0,2.0,2.0
4544,M,059,2011-12,4.0,4.0,4.0,4.0,4.0
4545,M,399,2011-12,4.0,4.0,4.0,3.0,2.0
4546,M,500,2011-12,2.0,2.0,3.0,3.0,3.0
4547,Q,029,2011-12,4.0,3.0,3.0,4.0,4.0
4548,X,059,2011-12,3.0,3.0,2.0,3.0,3.0
4549,X,277,2011-12,2.0,2.0,2.0,2.0,2.0
4550,K,345,2011-12,2.0,2.0,2.0,3.0,2.0
4551,K,404,2011-12,4.0,4.0,4.0,4.0,4.0
4552,K,412,2011-12,3.0,2.0,3.0,3.0,3.0
4553,M,367,2011-12,2.0,2.0,2.0,3.0,3.0
4554,Q,096,2011-12,3.0,2.0,3.0,2.0,3.0
4555,Q,262,2011-12,4.0,3.0,3.0,3.0,3.0
4556,X,404,2011-12,2.0,2.0,3.0,3.0,3.0
4557,K,141,2011-12,3.0,3.0,3.0,3.0,3.0
4558,K,377,2011-12,3.0,3.0,3.0,2.0,3.0
4559,K,346,2011-12,3.0,3.0,3.0,3.0,3.0
4560,M,123,2011-12,2.0,2.0,3.0,3.0,2.0
4561,M,859,2011-12,4.0,4.0,4.0,4.0,4.0
4562,R,052,2011-12,2.0,2.0,2.0,3.0,2.0
4563,K,261,2011-12,4.0,4.0,3.0,4.0,4.0
4564,K,054,2011-12,3.0,3.0,3.0,3.0,3.0
4565,K,240,2011-12,2.0,2.0,4.0,4.0,3.0
4566,K,382,2011-12,2.0,2.0,2.0,2.0,2.0
4567,K,598,2011-12,3.0,3.0,4.0,4.0,4.0
4568,M,098,2011-12,2.0,2.0,3.0,3.0,3.0
4569,M,217,2011-12,2.0,2.0,2.0,1.0,2.0
4570,M,377,2011-12,3.0,3.0,3.0,3.0,3.0
4571,M,394,2011-12,3.0,3.0,3.0,3.0,3.0
4572,Q,061,2011-12,4.0,3.0,3.0,3.0,3.0
4573,Q,132,2011-12,3.0,3.0,3.0,3.0,3.0
4574,R,021,2011-12,3.0,3.0,4.0,4.0,3.0
4575,R,048,2011-12,3.0,3.0,3.0,4.0,4.0
4576,X,047,2011-12,3.0,3.0,3.0,3.0,3.0
4577,X,123,2011-12,2.0,2.0,2.0,2.0,2.0
4578,X,440,2011-12,1.0,1.0,2.0,1.0,2.0
4579,X,459,2011-12,3.0,3.0,3.0,3.0,3.0
4580,X,468,2011-12,3.0,2.0,4.0,4.0,3.0
4581,M,140,2011-12,2.0,2.0,3.0,3.0,3.0
4582,Q,130,2011-12,3.0,3.0,3.0,3.0,3.0
4583,Q,177,2011-12,3.0,3.0,3.0,4.0,2.0
4584,R,057,2011-12,3.0,2.0,3.0,2.0,2.0
4585,X,480,2011-12,1.0,1.0,2.0,2.0,2.0
4586,X,448,2011-12,2.0,2.0,3.0,4.0,2.0
4587,X,549,2011-12,3.0,3.0,4.0,4.0,4.0
4588,K,375,2011-12,2.0,2.0,2.0,2.0,2.0
4589,X,179,2011-12,2.0,3.0,3.0,3.0,3.0
4590,K,012,2011-12,3.0,3.0,2.0,3.0,3.0
4591,K,455,2011-12,2.0,2.0,2.0,3.0,2.0
4592,Q,134,2011-12,3.0,3.0,3.0,2.0,3.0
4593,X,229,2011-12,1.0,1.0,2.0,3.0,2.0
4594,X,300,2011-12,2.0,2.0,2.0,2.0,2.0
4595,M,348,2011-12,3.0,4.0,4.0,4.0,4.0
4596,M,362,2011-12,3.0,3.0,4.0,4.0,4.0
4597,M,402,2011-12,3.0,3.0,3.0,3.0,3.0
4598,M,468,2011-12,1.0,2.0,2.0,2.0,1.0
4599,Q,123,2011-12,3.0,2.0,3.0,3.0,3.0
4600,Q,192,2011-12,3.0,3.0,3.0,3.0,3.0
4601,Q,200,2011-12,2.0,2.0,3.0,2.0,2.0
4602,R,023,2011-12,2.0,3.0,4.0,3.0,4.0
4603,R,029,2011-12,4.0,3.0,4.0,4.0,4.0
4604,R,050,2011-12,3.0,3.0,3.0,3.0,3.0
4605,X,081,2011-12,4.0,4.0,4.0,3.0,4.0
4606,X,189,2011-12,3.0,2.0,3.0,3.0,3.0
4607,X,270,2011-12,2.0,2.0,2.0,2.0,2.0
4608,X,313,2011-12,1.0,1.0,1.0,1.0,2.0
4609,X,545,2011-12,3.0,2.0,2.0,3.0,2.0
4610,K,077,2011-12,2.0,2.0,2.0,2.0,2.0
4611,K,151,2011-12,2.0,2.0,2.0,3.0,2.0
4612,K,306,2011-12,1.0,1.0,1.0,1.0,2.0
4613,K,397,2011-12,3.0,3.0,3.0,3.0,3.0
4614,K,533,2011-12,1.0,2.0,2.0,2.0,3.0
4615,K,581,2011-12,2.0,2.0,2.0,2.0,2.0
4616,K,667,2011-12,3.0,4.0,4.0,4.0,4.0
4617,K,677,2011-12,2.0,2.0,3.0,1.0,2.0
4618,K,683,2011-12,4.0,4.0,4.0,3.0,4.0
4619,M,009,2011-12,4.0,3.0,4.0,4.0,4.0
4620,M,084,2011-12,3.0,3.0,3.0,3.0,3.0
4621,M,154,2011-12,2.0,2.0,3.0,3.0,3.0
4622,M,276,2011-12,3.0,3.0,3.0,3.0,3.0
4623,Q,896,2011-12,2.0,2.0,2.0,3.0,2.0
4624,X,088,2011-12,4.0,3.0,3.0,3.0,3.0
4625,X,188,2011-12,3.0,3.0,2.0,3.0,2.0
4626,K,528,2011-12,2.0,2.0,2.0,2.0,2.0
4627,M,128,2011-12,3.0,2.0,3.0,3.0,3.0
4628,M,494,2011-12,2.0,2.0,2.0,2.0,2.0
4629,Q,151,2011-12,3.0,3.0,3.0,3.0,3.0
4630,X,064,2011-12,2.0,2.0,2.0,3.0,3.0
4631,X,306,2011-12,2.0,2.0,3.0,3.0,3.0
4632,K,067,2011-12,2.0,3.0,2.0,3.0,3.0
4633,X,146,2011-12,2.0,3.0,2.0,3.0,3.0
4634,X,376,2011-12,2.0,3.0,3.0,3.0,2.0
4635,K,272,2011-12,1.0,2.0,2.0,2.0,2.0
4636,K,327,2011-12,3.0,2.0,3.0,3.0,3.0
4637,M,145,2011-12,2.0,2.0,2.0,2.0,2.0
4638,Q,199,2011-12,3.0,3.0,3.0,3.0,3.0
4639,R,005,2011-12,4.0,4.0,3.0,4.0,4.0
4640,R,060,2011-12,3.0,3.0,3.0,3.0,3.0
4641,X,106,2011-12,3.0,3.0,3.0,3.0,3.0
4642,X,153,2011-12,3.0,3.0,3.0,3.0,4.0
4643,K,328,2011-12,1.0,2.0,2.0,1.0,2.0
4644,Q,430,2011-12,3.0,3.0,3.0,3.0,4.0
4645,M,035,2011-12,4.0,4.0,4.0,4.0,4.0
4646,X,217,2011-12,3.0,3.0,3.0,3.0,3.0
4647,K,315,2011-12,2.0,2.0,3.0,4.0,3.0
4648,K,316,2011-12,3.0,3.0,3.0,3.0,3.0
4649,K,686,2011-12,4.0,4.0,2.0,4.0,3.0
4650,M,615,2011-12,3.0,3.0,3.0,3.0,3.0
4651,Q,135,2011-12,3.0,3.0,3.0,3.0,3.0
4652,R,861,2011-12,4.0,4.0,4.0,4.0,4.0
4653,K,582,2011-12,2.0,2.0,2.0,3.0,3.0
4654,Q,155,2011-12,4.0,3.0,3.0,3.0,3.0
4655,Q,492,2011-12,2.0,2.0,2.0,3.0,3.0
4656,Q,496,2011-12,2.0,2.0,2.0,3.0,2.0
4657,R,031,2011-12,3.0,3.0,3.0,3.0,3.0
4658,X,244,2011-12,3.0,3.0,3.0,4.0,3.0
4659,K,218,2011-12,2.0,2.0,2.0,3.0,2.0
4660,Q,255,2011-12,3.0,4.0,3.0,3.0,3.0
4661,K,393,2011-12,3.0,3.0,3.0,3.0,3.0
4662,X,045,2011-12,3.0,2.0,2.0,3.0,2.0
4663,X,219,2011-12,1.0,1.0,2.0,2.0,2.0
4664,K,113,2011-12,3.0,3.0,2.0,3.0,3.0
4665,K,334,2011-12,2.0,2.0,2.0,3.0,2.0
4666,K,337,2011-12,2.0,2.0,2.0,3.0,2.0
4667,M,132,2011-12,2.0,2.0,3.0,3.0,3.0
4668,M,138,2011-12,2.0,2.0,2.0,2.0,2.0
4669,M,142,2011-12,3.0,3.0,3.0,3.0,4.0
4670,M,403,2011-12,2.0,2.0,2.0,3.0,2.0
4671,M,492,2011-12,4.0,4.0,4.0,4.0,4.0
4672,Q,059,2011-12,2.0,2.0,2.0,2.0,2.0
4673,X,224,2011-12,2.0,2.0,3.0,3.0,3.0
4674,X,231,2011-12,3.0,3.0,3.0,4.0,3.0
4675,M,076,2011-12,2.0,2.0,3.0,3.0,3.0
4676,Q,043,2011-12,2.0,2.0,3.0,3.0,2.0
4677,Q,171,2011-12,3.0,3.0,3.0,3.0,3.0
4678,X,335,2011-12,2.0,2.0,2.0,3.0,3.0
4679,X,449,2011-12,2.0,3.0,3.0,3.0,3.0
4680,K,682,2011-12,4.0,4.0,4.0,4.0,4.0
4681,X,032,2011-12,4.0,3.0,4.0,4.0,4.0
4682,K,137,2011-12,2.0,2.0,2.0,3.0,2.0
4683,K,394,2011-12,2.0,2.0,2.0,2.0,2.0
4684,M,208,2011-12,3.0,3.0,3.0,3.0,3.0
4685,M,286,2011-12,2.0,3.0,3.0,4.0,2.0
4686,Q,163,2011-12,3.0,3.0,3.0,4.0,3.0
4687,Q,253,2011-12,2.0,2.0,2.0,2.0,2.0
4688,X,112,2011-12,1.0,2.0,2.0,2.0,2.0
4689,X,180,2011-12,3.0,3.0,3.0,4.0,4.0
4690,X,286,2011-12,3.0,3.0,3.0,3.0,3.0
4691,K,290,2011-12,3.0,3.0,3.0,4.0,3.0
4692,K,350,2011-12,3.0,3.0,3.0,3.0,3.0
4693,K,464,2011-12,4.0,3.0,3.0,3.0,3.0
4694,K,594,2011-12,3.0,2.0,3.0,3.0,3.0
4695,M,406,2011-12,4.0,3.0,3.0,3.0,3.0
4696,M,896,2011-12,3.0,3.0,3.0,3.0,3.0
4697,Q,080,2011-12,2.0,2.0,2.0,4.0,4.0
4698,R,054,2011-12,2.0,2.0,2.0,3.0,2.0
4699,X,209,2011-12,4.0,4.0,3.0,4.0,3.0
4700,X,246,2011-12,3.0,3.0,3.0,3.0,3.0
4701,X,329,2011-12,3.0,2.0,3.0,3.0,3.0
4702,X,369,2011-12,2.0,2.0,3.0,3.0,3.0
4703,K,340,2011-12,3.0,3.0,3.0,3.0,3.0
4704,Q,207,2011-12,3.0,3.0,3.0,3.0,3.0
4705,R,027,2011-12,2.0,2.0,2.0,2.0,2.0
4706,K,596,2011-12,2.0,2.0,2.0,2.0,2.0
4707,X,134,2011-12,2.0,2.0,2.0,2.0,3.0
4708,X,140,2011-12,3.0,2.0,3.0,3.0,4.0
4709,K,449,2011-12,4.0,3.0,4.0,4.0,4.0
4710,X,374,2011-12,3.0,3.0,4.0,4.0,4.0
4711,M,449,2011-12,3.0,3.0,3.0,3.0,3.0
4712,K,065,2011-12,4.0,3.0,4.0,4.0,4.0
4713,K,566,2011-12,2.0,2.0,3.0,3.0,3.0
4714,K,659,2011-12,2.0,2.0,3.0,3.0,3.0
4715,M,197,2011-12,2.0,2.0,2.0,3.0,3.0
4716,Q,435,2011-12,2.0,2.0,2.0,2.0,2.0
4717,R,455,2011-12,4.0,3.0,3.0,4.0,4.0
4718,X,478,2011-12,3.0,3.0,4.0,4.0,4.0
4719,M,520,2011-12,2.0,2.0,1.0,2.0,2.0
4720,K,646,2011-12,2.0,2.0,2.0,2.0,2.0
4721,K,078,2011-12,2.0,2.0,2.0,3.0,3.0
4722,K,371,2011-12,4.0,4.0,4.0,4.0,4.0
4723,K,545,2011-12,1.0,2.0,1.0,2.0,2.0
4724,K,674,2011-12,3.0,3.0,3.0,3.0,3.0
4725,M,178,2011-12,3.0,3.0,4.0,4.0,3.0
4726,Q,494,2011-12,2.0,2.0,2.0,2.0,2.0
4727,Q,600,2011-12,4.0,4.0,4.0,4.0,4.0
4728,X,463,2011-12,2.0,2.0,2.0,2.0,3.0
4729,K,161,2011-12,2.0,3.0,3.0,3.0,3.0
4730,Q,281,2011-12,4.0,3.0,3.0,4.0,4.0
4731,Q,296,2011-12,2.0,2.0,2.0,3.0,3.0
4732,K,241,2011-12,2.0,2.0,3.0,3.0,2.0
4733,M,825,2011-12,3.0,3.0,3.0,3.0,3.0
4734,K,181,2011-12,2.0,3.0,2.0,2.0,3.0
4735,K,398,2011-12,2.0,2.0,2.0,2.0,2.0
4736,K,462,2011-12,2.0,2.0,3.0,3.0,3.0
4737,K,522,2011-12,2.0,3.0,3.0,3.0,4.0
4738,X,169,2011-12,3.0,2.0,3.0,3.0,3.0
4739,X,323,2011-12,2.0,2.0,2.0,2.0,2.0
4740,K,109,2011-12,2.0,2.0,2.0,3.0,2.0
4741,K,326,2011-12,4.0,3.0,4.0,4.0,4.0
4742,K,605,2011-12,3.0,2.0,2.0,3.0,2.0
4743,M,149,2011-12,2.0,2.0,2.0,2.0,2.0
4744,M,285,2011-12,2.0,2.0,2.0,3.0,2.0
4745,M,459,2011-12,3.0,3.0,3.0,3.0,3.0
4746,Q,136,2011-12,3.0,3.0,3.0,3.0,3.0
4747,Q,485,2011-12,3.0,3.0,3.0,3.0,2.0
4748,X,196,2011-12,3.0,4.0,3.0,3.0,3.0
4749,X,279,2011-12,3.0,3.0,3.0,3.0,3.0
4750,K,071,2011-12,3.0,2.0,3.0,3.0,3.0
4751,K,224,2011-12,3.0,2.0,3.0,3.0,4.0
4752,K,396,2011-12,2.0,2.0,2.0,2.0,2.0
4753,K,429,2011-12,2.0,2.0,3.0,3.0,3.0
4754,K,576,2011-12,3.0,3.0,4.0,4.0,4.0
4755,M,260,2011-12,3.0,3.0,3.0,3.0,3.0
4756,Q,007,2011-12,3.0,3.0,3.0,3.0,3.0
4757,Q,076,2011-12,3.0,3.0,3.0,3.0,3.0
4758,Q,223,2011-12,3.0,3.0,3.0,3.0,3.0
4759,R,034,2011-12,3.0,3.0,3.0,4.0,3.0
4760,X,723,2011-12,4.0,4.0,4.0,4.0,4.0
4761,M,278,2011-12,3.0,3.0,3.0,4.0,3.0
4762,M,404,2011-12,3.0,2.0,2.0,3.0,2.0
4763,R,056,2011-12,2.0,2.0,2.0,2.0,2.0
4764,Q,242,2011-12,3.0,3.0,3.0,3.0,3.0
4765,X,078,2011-12,3.0,2.0,3.0,3.0,2.0
4766,X,125,2011-12,2.0,2.0,2.0,2.0,3.0
4767,K,568,2011-12,4.0,3.0,3.0,3.0,3.0
4768,M,210,2011-12,2.0,2.0,3.0,4.0,3.0
4769,M,423,2011-12,4.0,3.0,3.0,3.0,3.0
4770,Q,238,2011-12,2.0,2.0,3.0,2.0,3.0
4771,Q,259,2011-12,3.0,3.0,3.0,3.0,3.0
4772,R,026,2011-12,4.0,3.0,3.0,4.0,4.0
4773,X,037,2011-12,3.0,3.0,3.0,3.0,3.0
4774,X,278,2011-12,2.0,2.0,3.0,2.0,2.0
4775,M,030,2011-12,2.0,2.0,3.0,3.0,3.0
4776,X,001,2011-12,2.0,2.0,3.0,3.0,3.0
4777,X,006,2011-12,2.0,2.0,2.0,2.0,2.0
4778,X,091,2011-12,4.0,3.0,3.0,2.0,3.0
4779,K,189,2011-12,2.0,2.0,3.0,3.0,3.0
4780,X,457,2011-12,3.0,3.0,3.0,3.0,3.0
4781,M,565,2011-12,4.0,4.0,4.0,4.0,4.0
4782,R,080,2011-12,3.0,3.0,3.0,4.0,4.0
4783,K,505,2011-12,3.0,2.0,3.0,3.0,3.0
4784,K,578,2011-12,2.0,2.0,3.0,3.0,3.0
4785,M,346,2011-12,2.0,2.0,2.0,2.0,2.0
4786,M,422,2011-12,3.0,3.0,2.0,3.0,3.0
4787,Q,176,2011-12,4.0,3.0,3.0,3.0,3.0
4788,R,039,2011-12,2.0,2.0,2.0,3.0,3.0
4789,X,390,2011-12,2.0,2.0,2.0,3.0,2.0
4790,K,381,2011-12,3.0,3.0,3.0,3.0,3.0
4791,M,375,2011-12,2.0,2.0,2.0,3.0,2.0
4792,Q,090,2011-12,3.0,4.0,4.0,3.0,3.0
4793,Q,145,2011-12,3.0,3.0,3.0,3.0,3.0
4794,X,061,2011-12,2.0,2.0,2.0,3.0,3.0
4795,X,182,2011-12,2.0,3.0,3.0,3.0,3.0
4796,X,319,2011-12,3.0,3.0,3.0,3.0,3.0
4797,K,140,2011-12,1.0,2.0,2.0,2.0,2.0
4798,K,298,2011-12,2.0,2.0,2.0,2.0,3.0
4799,K,509,2011-12,2.0,2.0,2.0,2.0,2.0
4800,Q,104,2011-12,3.0,2.0,3.0,3.0,3.0
4801,X,280,2011-12,4.0,3.0,4.0,3.0,4.0
4802,K,214,2011-12,3.0,3.0,2.0,4.0,3.0
4803,K,373,2011-12,3.0,3.0,3.0,3.0,3.0
4804,K,583,2011-12,2.0,2.0,2.0,3.0,3.0
4805,Q,053,2011-12,2.0,2.0,2.0,2.0,2.0
4806,Q,263,2011-12,3.0,3.0,3.0,3.0,3.0
4807,X,551,2011-12,3.0,3.0,3.0,3.0,3.0
4808,K,114,2011-12,3.0,3.0,3.0,3.0,3.0
4809,K,477,2011-12,2.0,3.0,3.0,2.0,4.0
4810,K,537,2011-12,3.0,2.0,2.0,2.0,2.0
4811,M,419,2011-12,2.0,3.0,3.0,3.0,3.0
4812,M,528,2011-12,2.0,2.0,2.0,3.0,2.0
4813,M,860,2011-12,4.0,3.0,2.0,3.0,3.0
4814,Q,232,2011-12,4.0,4.0,4.0,4.0,3.0
4815,R,053,2011-12,3.0,3.0,3.0,3.0,3.0
4816,X,114,2011-12,2.0,2.0,2.0,3.0,2.0
4817,X,162,2011-12,2.0,2.0,2.0,2.0,3.0
4818,X,439,2011-12,3.0,2.0,2.0,3.0,3.0
4819,K,305,2011-12,2.0,3.0,3.0,3.0,3.0
4820,K,352,2011-12,2.0,2.0,2.0,2.0,2.0
4821,M,183,2011-12,3.0,3.0,2.0,3.0,3.0
4822,M,206,2011-12,3.0,3.0,3.0,3.0,3.0
4823,M,544,2011-12,2.0,2.0,2.0,2.0,2.0
4824,M,670,2011-12,2.0,2.0,3.0,3.0,2.0
4825,X,033,2011-12,2.0,2.0,2.0,3.0,3.0
4826,X,067,2011-12,3.0,3.0,3.0,3.0,3.0
4827,K,564,2011-12,2.0,3.0,3.0,3.0,3.0
4828,R,004,2012-13,3.0,2.0,3.0,3.0,3.0
4829,Q,244,2012-13,4.0,3.0,2.0,4.0,3.0
4830,Q,455,2012-13,2.0,2.0,2.0,2.0,2.0
4831,K,510,2012-13,3.0,2.0,2.0,2.0,2.0
4832,Q,138,2012-13,2.0,2.0,2.0,3.0,3.0
4833,K,610,2012-13,2.0,2.0,2.0,2.0,2.0
4834,Q,140,2012-13,2.0,1.0,2.0,3.0,3.0
4835,X,293,2012-13,3.0,2.0,3.0,4.0,3.0
4836,K,346,2012-13,2.0,2.0,3.0,2.0,2.0
4837,X,301,2012-13,2.0,2.0,2.0,3.0,3.0
4838,M,458,2012-13,2.0,2.0,2.0,3.0,3.0
4839,Q,098,2012-13,3.0,3.0,3.0,3.0,3.0
4840,K,270,2012-13,2.0,2.0,2.0,2.0,2.0
4841,R,041,2012-13,3.0,2.0,3.0,4.0,4.0
4842,K,094,2012-13,2.0,2.0,2.0,3.0,2.0
4843,K,334,2012-13,2.0,2.0,2.0,2.0,2.0
4844,K,174,2012-13,1.0,1.0,2.0,2.0,2.0
4845,K,308,2012-13,2.0,2.0,2.0,2.0,3.0
4846,X,016,2012-13,2.0,2.0,2.0,2.0,2.0
4847,M,314,2012-13,2.0,2.0,3.0,3.0,3.0
4848,K,096,2012-13,2.0,2.0,3.0,4.0,3.0
4849,Q,071,2012-13,2.0,2.0,2.0,3.0,3.0
4850,M,146,2012-13,3.0,3.0,2.0,3.0,3.0
4851,X,144,2012-13,3.0,3.0,4.0,4.0,3.0
4852,K,442,2012-13,4.0,4.0,4.0,4.0,4.0
4853,K,590,2012-13,4.0,3.0,3.0,4.0,3.0
4854,M,417,2012-13,3.0,3.0,2.0,3.0,4.0
4855,X,321,2012-13,2.0,2.0,2.0,3.0,2.0
4856,K,018,2012-13,2.0,2.0,2.0,2.0,2.0
4857,M,437,2012-13,2.0,2.0,2.0,3.0,3.0
4858,Q,048,2012-13,3.0,2.0,3.0,3.0,3.0
4859,Q,280,2012-13,3.0,3.0,3.0,3.0,3.0
4860,M,345,2012-13,3.0,3.0,3.0,3.0,3.0
4861,X,130,2012-13,3.0,3.0,3.0,2.0,3.0
4862,X,009,2012-13,2.0,2.0,2.0,2.0,3.0
4863,K,050,2012-13,2.0,2.0,2.0,2.0,2.0
4864,K,268,2012-13,3.0,2.0,3.0,3.0,3.0
4865,K,113,2012-13,2.0,2.0,2.0,3.0,2.0
4866,Q,206,2012-13,3.0,2.0,3.0,2.0,3.0
4867,K,025,2012-13,3.0,3.0,3.0,3.0,3.0
4868,X,055,2012-13,2.0,2.0,2.0,2.0,2.0
4869,K,199,2012-13,4.0,4.0,3.0,4.0,4.0
4870,K,170,2012-13,2.0,2.0,4.0,3.0,3.0
4871,X,011,2012-13,2.0,2.0,3.0,4.0,3.0
4872,X,154,2012-13,2.0,2.0,2.0,2.0,3.0
4873,M,115,2012-13,2.0,2.0,3.0,3.0,2.0
4874,R,055,2012-13,2.0,2.0,2.0,3.0,3.0
4875,K,559,2012-13,3.0,3.0,3.0,3.0,3.0
4876,M,505,2012-13,3.0,2.0,3.0,3.0,3.0
4877,X,273,2012-13,3.0,3.0,3.0,3.0,3.0
4878,K,313,2012-13,3.0,2.0,3.0,3.0,3.0
4879,M,301,2012-13,2.0,3.0,2.0,3.0,3.0
